negation_type,target,report_language_group,detector_combination,rule_combination,phenotype,evidence_instances,unique_evidence_texts,unique_studies,example_evidence,classification_basis
preposed,Effusion,german,v3_morphology,effusion_de_root,joint_effusion_absent,41,16,41,kein relevanter gelenkerguss.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Effusion,greek_script,v3_morphology,effusion_el_root,joint_effusion_absent,40,17,32,ευρηματα χωρις ενδαρθρικη συλλογη υγρου.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Effusion,latin_other,v3_morphology,effusion_en_plural,joint_effusion_absent,2,2,2,no residual joint effusion or marrow contusions are demonstrated.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,cyrillic_script,v3_morphology,fracture_cyr,fracture_absent,10,7,9,няма данни за фрактура на костите формиращи колянната става.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,english,v3_morphology,fracture_en,fracture_absent,495,59,476,there is no fracture or bone contusion.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,french,v3_morphology,fracture_en|fracture_fr,fracture_absent,7,7,6,il n'y a pas de fracture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,german,v3_morphology,fracture_de,fracture_absent,49,18,48,keine frische fraktur.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,greek_script,v3_morphology,fracture_el,fracture_absent,2,2,2,"παρατηρειται περιοχη οστικου οιδηματος στο κατω πολο της επιγονατιδας, που σε συνδυασμο με το αναφερομενο ιστορικο κακωσης αποδιδεται σε οστικο μωλωπα (bone bruise) χωρις αναδειξη καταγματος.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,latin_other,v3_morphology,fracture_en,fracture_absent,3,1,3,no fracture or marrow infiltration.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,south_slavic,v3_morphology,fracture_sl,fracture_absent,3,3,3,"kostani edem femura i straznjeg dijela tibije po tipu pivot shift kontuzije, bez znakova frakture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Fracture,spanish,v3_morphology,fracture_en,fracture_absent,5,5,4,edema oseo periferico del platillo tibial medial sin fracturas categoricas.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,cyrillic_script,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"дегенеративни промени се откриват и в прения рог на латералния менискус, без видимо скъсване в него.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,dutch,v3_target|v2_exact,target_local_association,abnormality_absent,2,2,2,"verder: normale configuratie signaalalteraties van de mediale en de laterale meniscus, geen meniscusscheur te weerhouden.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,english,v3_target,target_local_association,abnormality_absent,1,1,1,lateral meniscus: contusion at posterior horn; without definite tear,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,english,v3_target|v2_collective,both_menisci_negative_only|target_local_association,abnormality_absent,1,1,1,the medial & lateral menisci show no obvious tear.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,english,v3_target|v2_collective,both_menisci|both_menisci_negative_only|target_local_association,abnormality_absent,3,2,3,"normal shape and signal of the medial and lateral menisci, without tear, is noted","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,english,v3_target|v2_exact,target_local_association,abnormality_absent,174,36,171,> no evidence of tear is noted in either medial or lateral meniscus.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,french,v3_target|v2_exact,target_local_association,abnormality_absent,14,11,13,le menisque externe de meme que le complexe ligamentaire collateral externe sont intacts et sans dechirure.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,german,v3_target,target_local_normality,normal_structure,1,1,1,innen und aussenmeniskus jeweils ohne rissbildung in unauffalliger konfiguration.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,german,v3_target|v2_exact,target_local_association,abnormality_absent,2,2,2,aussenmeniskus gering mukoid ohne riss.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,greek_script,v3_target,target_local_normality,normal_structure,3,3,2,"χωρις εικονα ρηξης ελεγχεται ο ιγνυοπερονιαιος, εξω πλαγιος και ο οπισθιος χιαστος συνδεσμος. χωρις παθολογικα ευρηματα απο τη μελετη του εσω και εξω μηνισκου.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,latin_other,v3_target|v2_exact,target_local_association,abnormality_absent,6,4,6,there are no medial or lateral meniscal tears.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,south_slavic,v3_target,target_local_association,abnormality_absent,4,4,4,"edem posterolateralne zglobne cahure, bez evidentne meniskokapsularne separacije. bez znakova rupture lateralnog meniska.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,south_slavic,v3_target|v2_exact,target_local_association,abnormality_absent,129,27,129,lateralni menisk bez znakova degeneracije ili rupture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral Meniscus,spanish,v3_target|v2_exact,target_local_association,abnormality_absent,120,35,118,"menisco lateral de morfologia y senal conservada, sin signos de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral OA,dutch,v3_target,compartment_scope,chondral_abnormality_absent,26,4,26,geen majeure kraakbeendefecten lateraal femorotibiaal .,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral OA,english,v3_target,compartment_scope,chondral_abnormality_absent,283,9,283,"the lateral compartment, the meniscus is not torn and there is no focal chondrosis or chondral injury.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral OA,german,v3_target,compartment_scope,chondral_abnormality_absent,9,8,9,keine wesentliche chondropathie femoro tibial im medialen und lateralen kompartiment oder retropatellar.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Lateral OA,greek_script,v3_target,compartment_scope,chondral_abnormality_absent,3,3,3,"στο εξω διαμερισμα του γονατος δεν παρατηρειται μηνισκικη μαζα ενω σημειουται λεπτυνση του αρθρικου χονδρου, παρουσια επιχειλιων οστεοφυτων, μικρης εστιας υπαρθρικου οστεομυελικου οιδηματος στην κνημιαια επιφυση με υδραρθρο.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,dutch,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,geen argumenten voor recidief scheur mcl.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,english,v3_target,target_local_normality,normal_structure,2,2,2,"> there is no increased intensity in the acl, mcl and lcl, it appears to be normal","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,english,v3_target|v2_exact,target_local_association,abnormality_absent,17,16,16,"> the contour of pcl, mcl and lcl within normal, no abnormal signal intensity is noted.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,french,v3_target|v2_exact,target_local_association,abnormality_absent,13,9,13,le menisque interne de meme que le ligament collateral interne sont intacts et sans dechirure.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,south_slavic,v3_target,target_local_association,abnormality_absent,2,2,2,"lateralni i medijalno kolateralni ligament se prate u kontinuitetu, odrzane napetosti, bez znakova rupture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,south_slavic,v3_target|v2_exact,target_local_association,abnormality_absent,27,25,27,"medijalni kolateralni ligament je smanjene napetosti, no bez evidentne rupture.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,MCL,spanish,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"leve engrosamiento de senal intermedia del componente superficial del ligamento colateral medial en su tercio proximal, sin signos de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,cyrillic_script,v3_target|v2_exact,target_local_association,abnormality_absent,3,3,3,"вижда се дегенеративна промяна в задния рог на медиалния менискус, без данни за руптура.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,dutch,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"bevindingen: niet transfixerende radiaire scheur op de junctie van de corpus en de posterieure hoorn van de mediale meniscus, 4 ~mm.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,english,v3_target,target_local_association,abnormality_absent,1,1,1,"no meniscal tears appreciated either medially or laterally, there is no posteromedial meniscocapsular separation either.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,english,v3_target,target_local_normality,normal_structure,1,1,1,"> there is no abnormal intensity or articular surface disrupt in the medial meniscus, it appears to be normal.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,english,v3_target|v2_exact,target_local_association,abnormality_absent,56,25,55,no mr evidence for medial meniscal tear.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,french,v3_target|v2_exact,target_local_association,abnormality_absent,4,4,4,le menisque interne ne demontre pas de dechirure significative ou toute autre anomalie.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,german,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,"menisci: diffuse signalanhebung des innenmeniskus hinterhornes ohne rissbildung, in erster linie mukoide degeneration.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,greek_script,v3_target|v2_exact,target_local_association,abnormality_absent,4,4,4,επανελεγχεται χωρις διαφοροποιηση η λοξη οριζοντια ρηξη του σωματος του εσω μηνισκου σε εδαφος εκφυλισης.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,latin_other,v3_target|v2_exact,target_local_association,abnormality_absent,1,1,1,medijalni menisk bez znakova rupture i degeneracije.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,south_slavic,v3_target|v2_exact,target_local_association,abnormality_absent,62,13,62,medijalni menisk bez znakova degeneracije ili rupture.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial Meniscus,spanish,v3_target|v2_exact,target_local_association,abnormality_absent,97,53,92,"aumento de senal del cuerno posterior del menisco medial que no impresiona contactar con la superficie articular, sin caracteres propios de rotura.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial OA,dutch,v3_target,compartment_scope,chondral_abnormality_absent,23,3,23,geen majeure kraakbeendefecten mediaal en lateraal femorotibiaal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial OA,english,v3_target,compartment_scope,chondral_abnormality_absent,267,8,267,"in the medial compartment, the meniscus is not torn and there is no focal chondrosis or chondral injury.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial OA,german,v3_target,compartment_scope,chondral_abnormality_absent,4,4,4,"diskrete oberflachliche chondropathie retropatellar sowie femorotibial medial, keine tiefergreifenden knorpelschaden.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Medial OA,greek_script,v3_target,compartment_scope,chondral_abnormality_absent,1,1,1,"απο τον ελεγχο του εσω διαμερισματος παρατηρειται εκφυλιση του μηνισκου χωρις ρηξη, παρουσια οστεοφυτων και μικρη διαβρωση του αρθρικου χονδρου.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,cyrillic_script,v3_target,compartment_scope,chondral_abnormality_absent,1,1,1,"патела, хрущял на пателата нормален мр образ, без данни за хондромалация.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,dutch,v3_target,compartment_scope,chondral_abnormality_absent,19,3,19,geen majeure kraakbeendefecten patellofemoraal.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,english,v3_target,compartment_scope,chondral_abnormality_absent,229,21,227,"the patellofemoral joint, the patellar and trochlear cartilage appears congruent without chondral lesion.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,french,v3_target,compartment_scope,chondral_abnormality_absent,1,1,1,"chondropatie moderee focale dans la gorge trochleaire, pas de chondropathie retropatellaire significative ni d'arthrose du compartiment femoropatellaire.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,german,v3_target,compartment_scope,chondral_abnormality_absent,22,15,22,lateral und femoropatellar keine tiefgreifende chondropathie.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,greek_script,v3_target,compartment_scope,chondral_abnormality_absent,2,2,2,"ο αρθρικοι χονδροι ελεγχονται φυσιολογικοι αμφοτεροπλευρα, χωρις να παρατηρουνται στοιχεια συμβατα με χονδροπαθεια της επιγονατιδας.","existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,south_slavic,v3_target,compartment_scope,chondral_abnormality_absent,1,1,1,hrskavicni pokrov patelarnih faseta i trohlee femura je bez znakova hondromalacije.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,PF OA,spanish,v3_target,compartment_scope,chondral_abnormality_absent,7,7,7,cartilago femorotibial y patelofemoral de grosor y senal normal sin defectos condrales profundos.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
preposed,Synovitis,german,v3_morphology,synovitis_de,synovitis_absent,1,1,1,keine synovialen proliferationen.,"existing NEGATION_TERMS, POSTPOSED_NEGATION_TERMS, NORMALITY_TERMS and stored spans"
